seq	citeUrn	ctsUrn	analysis	surfaceForm
4440	urn:cite:fu:synTok_tlg0085_tlg003_fu.4440	urn:cts:greekLit:tlg0085.tlg003.fu:705@σπέρμα[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4440	σπέρμα
4441	urn:cite:fu:synTok_tlg0085_tlg003_fu.4441	urn:cts:greekLit:tlg0085.tlg003.fu:705@,[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4441	,
4442	urn:cite:fu:synTok_tlg0085_tlg003_fu.4442	urn:cts:greekLit:tlg0085.tlg003.fu:705@τοὺς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4442	τοὺς
4443	urn:cite:fu:synTok_tlg0085_tlg003_fu.4443	urn:cts:greekLit:tlg0085.tlg003.fu:705@ἐμοὺς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4443	ἐμοὺς
4444	urn:cite:fu:synTok_tlg0085_tlg003_fu.4444	urn:cts:greekLit:tlg0085.tlg003.fu:705@λόγους[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4444	λόγους
4445	urn:cite:fu:synTok_tlg0085_tlg003_fu.4445	urn:cts:greekLit:tlg0085.tlg003.fu:706@θυμῷ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4445	θυμῷ
4446	urn:cite:fu:synTok_tlg0085_tlg003_fu.4446	urn:cts:greekLit:tlg0085.tlg003.fu:706@βάλ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4446	βάλ᾽
4447	urn:cite:fu:synTok_tlg0085_tlg003_fu.4447	urn:cts:greekLit:tlg0085.tlg003.fu:706@,[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4447	,
4448	urn:cite:fu:synTok_tlg0085_tlg003_fu.4448	urn:cts:greekLit:tlg0085.tlg003.fu:706@ὡς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4448	ὡς
4449	urn:cite:fu:synTok_tlg0085_tlg003_fu.4449	urn:cts:greekLit:tlg0085.tlg003.fu:706@ἂν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4449	ἂν
4450	urn:cite:fu:synTok_tlg0085_tlg003_fu.4450	urn:cts:greekLit:tlg0085.tlg003.fu:706@τέρματ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4450	τέρματ᾽
4451	urn:cite:fu:synTok_tlg0085_tlg003_fu.4451	urn:cts:greekLit:tlg0085.tlg003.fu:706@ἐκμάθῃς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4451	ἐκμάθῃς
4452	urn:cite:fu:synTok_tlg0085_tlg003_fu.4452	urn:cts:greekLit:tlg0085.tlg003.fu:706@ὁδοῦ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4452	ὁδοῦ
4453	urn:cite:fu:synTok_tlg0085_tlg003_fu.4453	urn:cts:greekLit:tlg0085.tlg003.fu:706@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4453	.
4454	urn:cite:fu:synTok_tlg0085_tlg003_fu.4454	urn:cts:greekLit:tlg0085.tlg003.fu:707@πρῶτον[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4454	πρῶτον
4455	urn:cite:fu:synTok_tlg0085_tlg003_fu.4455	urn:cts:greekLit:tlg0085.tlg003.fu:707@μὲν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4455	μὲν
4456	urn:cite:fu:synTok_tlg0085_tlg003_fu.4456	urn:cts:greekLit:tlg0085.tlg003.fu:707@ἐνθένδ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4456	ἐνθένδ᾽
4457	urn:cite:fu:synTok_tlg0085_tlg003_fu.4457	urn:cts:greekLit:tlg0085.tlg003.fu:707@ἡλίου[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4457	ἡλίου
4458	urn:cite:fu:synTok_tlg0085_tlg003_fu.4458	urn:cts:greekLit:tlg0085.tlg003.fu:707@πρὸς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4458	πρὸς
4459	urn:cite:fu:synTok_tlg0085_tlg003_fu.4459	urn:cts:greekLit:tlg0085.tlg003.fu:707@ἀντολὰς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4459	ἀντολὰς
4460	urn:cite:fu:synTok_tlg0085_tlg003_fu.4460	urn:cts:greekLit:tlg0085.tlg003.fu:708@στρέψασα[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4460	στρέψασα
4461	urn:cite:fu:synTok_tlg0085_tlg003_fu.4461	urn:cts:greekLit:tlg0085.tlg003.fu:708@σαυτὴν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4461	σαυτὴν
4462	urn:cite:fu:synTok_tlg0085_tlg003_fu.4462	urn:cts:greekLit:tlg0085.tlg003.fu:708@στεῖχ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4462	στεῖχ᾽
4463	urn:cite:fu:synTok_tlg0085_tlg003_fu.4463	urn:cts:greekLit:tlg0085.tlg003.fu:708@ἀνηρότους[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4463	ἀνηρότους
4464	urn:cite:fu:synTok_tlg0085_tlg003_fu.4464	urn:cts:greekLit:tlg0085.tlg003.fu:708@γύας[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4464	γύας
4465	urn:cite:fu:synTok_tlg0085_tlg003_fu.4465	urn:cts:greekLit:tlg0085.tlg003.fu:708@·[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4465	·
4466	urn:cite:fu:synTok_tlg0085_tlg003_fu.4466	urn:cts:greekLit:tlg0085.tlg003.fu:709@Σκύθας[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4466	Σκύθας
4467	urn:cite:fu:synTok_tlg0085_tlg003_fu.4467	urn:cts:greekLit:tlg0085.tlg003.fu:709@δ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4467	δ᾽
4468	urn:cite:fu:synTok_tlg0085_tlg003_fu.4468	urn:cts:greekLit:tlg0085.tlg003.fu:709@ἀφίξῃ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4468	ἀφίξῃ
4469	urn:cite:fu:synTok_tlg0085_tlg003_fu.4469	urn:cts:greekLit:tlg0085.tlg003.fu:709@νομάδας[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4469	νομάδας
4470	urn:cite:fu:synTok_tlg0085_tlg003_fu.4470	urn:cts:greekLit:tlg0085.tlg003.fu:709@,[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4470	,
4471	urn:cite:fu:synTok_tlg0085_tlg003_fu.4471	urn:cts:greekLit:tlg0085.tlg003.fu:709@οἳ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4471	οἳ
4472	urn:cite:fu:synTok_tlg0085_tlg003_fu.4472	urn:cts:greekLit:tlg0085.tlg003.fu:709@πλεκτὰς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4472	πλεκτὰς
4473	urn:cite:fu:synTok_tlg0085_tlg003_fu.4473	urn:cts:greekLit:tlg0085.tlg003.fu:709@στέγας[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4473	στέγας
4474	urn:cite:fu:synTok_tlg0085_tlg003_fu.4474	urn:cts:greekLit:tlg0085.tlg003.fu:710@πεδάρσιοι[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4474	πεδάρσιοι
4475	urn:cite:fu:synTok_tlg0085_tlg003_fu.4475	urn:cts:greekLit:tlg0085.tlg003.fu:710@ναίουσ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4475	ναίουσ᾽
4476	urn:cite:fu:synTok_tlg0085_tlg003_fu.4476	urn:cts:greekLit:tlg0085.tlg003.fu:710@ἐπ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4476	ἐπ᾽
4477	urn:cite:fu:synTok_tlg0085_tlg003_fu.4477	urn:cts:greekLit:tlg0085.tlg003.fu:710@εὐκύκλοις[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4477	εὐκύκλοις
4478	urn:cite:fu:synTok_tlg0085_tlg003_fu.4478	urn:cts:greekLit:tlg0085.tlg003.fu:710@ὄχοις[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4478	ὄχοις
4479	urn:cite:fu:synTok_tlg0085_tlg003_fu.4479	urn:cts:greekLit:tlg0085.tlg003.fu:711@ἑκηβόλοις[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4479	ἑκηβόλοις
4480	urn:cite:fu:synTok_tlg0085_tlg003_fu.4480	urn:cts:greekLit:tlg0085.tlg003.fu:711@τόξοισιν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4480	τόξοισιν
4481	urn:cite:fu:synTok_tlg0085_tlg003_fu.4481	urn:cts:greekLit:tlg0085.tlg003.fu:711@ἐξηρτυμένοι[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4481	ἐξηρτυμένοι
4482	urn:cite:fu:synTok_tlg0085_tlg003_fu.4482	urn:cts:greekLit:tlg0085.tlg003.fu:711@·[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4482	·
4483	urn:cite:fu:synTok_tlg0085_tlg003_fu.4483	urn:cts:greekLit:tlg0085.tlg003.fu:712@οἷς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4483	οἷς
4484	urn:cite:fu:synTok_tlg0085_tlg003_fu.4484	urn:cts:greekLit:tlg0085.tlg003.fu:712@μὴ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4484	μὴ
4485	urn:cite:fu:synTok_tlg0085_tlg003_fu.4485	urn:cts:greekLit:tlg0085.tlg003.fu:712@πελάζειν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4485	πελάζειν
4486	urn:cite:fu:synTok_tlg0085_tlg003_fu.4486	urn:cts:greekLit:tlg0085.tlg003.fu:712@,[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4486	,
4487	urn:cite:fu:synTok_tlg0085_tlg003_fu.4487	urn:cts:greekLit:tlg0085.tlg003.fu:712@ἀλλ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4487	ἀλλ᾽
4488	urn:cite:fu:synTok_tlg0085_tlg003_fu.4488	urn:cts:greekLit:tlg0085.tlg003.fu:712@ἁλιστόνοις[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4488	ἁλιστόνοις
4489	urn:cite:fu:synTok_tlg0085_tlg003_fu.4489	urn:cts:greekLit:tlg0085.tlg003.fu:712@πόδας[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4489	πόδας
4490	urn:cite:fu:synTok_tlg0085_tlg003_fu.4490	urn:cts:greekLit:tlg0085.tlg003.fu:713@χρίμπτουσα[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4490	χρίμπτουσα
4491	urn:cite:fu:synTok_tlg0085_tlg003_fu.4491	urn:cts:greekLit:tlg0085.tlg003.fu:713@ῥαχίαισιν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4491	ῥαχίαισιν
4492	urn:cite:fu:synTok_tlg0085_tlg003_fu.4492	urn:cts:greekLit:tlg0085.tlg003.fu:713@ἐκπερᾶν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4492	ἐκπερᾶν
4493	urn:cite:fu:synTok_tlg0085_tlg003_fu.4493	urn:cts:greekLit:tlg0085.tlg003.fu:713@χθόνα[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4493	χθόνα
4494	urn:cite:fu:synTok_tlg0085_tlg003_fu.4494	urn:cts:greekLit:tlg0085.tlg003.fu:713@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4494	.
4495	urn:cite:fu:synTok_tlg0085_tlg003_fu.4495	urn:cts:greekLit:tlg0085.tlg003.fu:714@λαιᾶς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4495	λαιᾶς
4496	urn:cite:fu:synTok_tlg0085_tlg003_fu.4496	urn:cts:greekLit:tlg0085.tlg003.fu:714@δὲ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4496	δὲ
4497	urn:cite:fu:synTok_tlg0085_tlg003_fu.4497	urn:cts:greekLit:tlg0085.tlg003.fu:714@χειρὸς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4497	χειρὸς
4498	urn:cite:fu:synTok_tlg0085_tlg003_fu.4498	urn:cts:greekLit:tlg0085.tlg003.fu:714@οἱ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4498	οἱ
4499	urn:cite:fu:synTok_tlg0085_tlg003_fu.4499	urn:cts:greekLit:tlg0085.tlg003.fu:714@σιδηροτέκτονες[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4499	σιδηροτέκτονες
4500	urn:cite:fu:synTok_tlg0085_tlg003_fu.4500	urn:cts:greekLit:tlg0085.tlg003.fu:715@οἰκοῦσι[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4500	οἰκοῦσι
4501	urn:cite:fu:synTok_tlg0085_tlg003_fu.4501	urn:cts:greekLit:tlg0085.tlg003.fu:715@Χάλυβες[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4501	Χάλυβες
4502	urn:cite:fu:synTok_tlg0085_tlg003_fu.4502	urn:cts:greekLit:tlg0085.tlg003.fu:715@,[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4502	,
4503	urn:cite:fu:synTok_tlg0085_tlg003_fu.4503	urn:cts:greekLit:tlg0085.tlg003.fu:715@οὓς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4503	οὓς
4504	urn:cite:fu:synTok_tlg0085_tlg003_fu.4504	urn:cts:greekLit:tlg0085.tlg003.fu:715@φυλάξασθαί[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4504	φυλάξασθαί
4505	urn:cite:fu:synTok_tlg0085_tlg003_fu.4505	urn:cts:greekLit:tlg0085.tlg003.fu:715@σε[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4505	σε
4506	urn:cite:fu:synTok_tlg0085_tlg003_fu.4506	urn:cts:greekLit:tlg0085.tlg003.fu:715@χρή[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4506	χρή
4507	urn:cite:fu:synTok_tlg0085_tlg003_fu.4507	urn:cts:greekLit:tlg0085.tlg003.fu:715@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4507	.
4508	urn:cite:fu:synTok_tlg0085_tlg003_fu.4508	urn:cts:greekLit:tlg0085.tlg003.fu:716@ἀνήμεροι[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4508	ἀνήμεροι
4509	urn:cite:fu:synTok_tlg0085_tlg003_fu.4509	urn:cts:greekLit:tlg0085.tlg003.fu:716@γὰρ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4509	γὰρ
4510	urn:cite:fu:synTok_tlg0085_tlg003_fu.4510	urn:cts:greekLit:tlg0085.tlg003.fu:716@οὐ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4510	οὐ
4511	urn:cite:fu:synTok_tlg0085_tlg003_fu.4511	urn:cts:greekLit:tlg0085.tlg003.fu:716@δὲ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4511	δὲ
4512	urn:cite:fu:synTok_tlg0085_tlg003_fu.4512	urn:cts:greekLit:tlg0085.tlg003.fu:716@πρόσπλατοι[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4512	πρόσπλατοι
4513	urn:cite:fu:synTok_tlg0085_tlg003_fu.4513	urn:cts:greekLit:tlg0085.tlg003.fu:716@ξένοις[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4513	ξένοις
4514	urn:cite:fu:synTok_tlg0085_tlg003_fu.4514	urn:cts:greekLit:tlg0085.tlg003.fu:716@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4514	.
4515	urn:cite:fu:synTok_tlg0085_tlg003_fu.4515	urn:cts:greekLit:tlg0085.tlg003.fu:717@ἥξεις[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4515	ἥξεις
4516	urn:cite:fu:synTok_tlg0085_tlg003_fu.4516	urn:cts:greekLit:tlg0085.tlg003.fu:717@δ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4516	δ᾽
4517	urn:cite:fu:synTok_tlg0085_tlg003_fu.4517	urn:cts:greekLit:tlg0085.tlg003.fu:717@Ὑβριστὴν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4517	Ὑβριστὴν
4518	urn:cite:fu:synTok_tlg0085_tlg003_fu.4518	urn:cts:greekLit:tlg0085.tlg003.fu:717@ποταμὸν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4518	ποταμὸν
4519	urn:cite:fu:synTok_tlg0085_tlg003_fu.4519	urn:cts:greekLit:tlg0085.tlg003.fu:717@οὐ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4519	οὐ
4520	urn:cite:fu:synTok_tlg0085_tlg003_fu.4520	urn:cts:greekLit:tlg0085.tlg003.fu:717@ψευδώνυμον[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4520	ψευδώνυμον
4521	urn:cite:fu:synTok_tlg0085_tlg003_fu.4521	urn:cts:greekLit:tlg0085.tlg003.fu:717@,[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4521	,
4522	urn:cite:fu:synTok_tlg0085_tlg003_fu.4522	urn:cts:greekLit:tlg0085.tlg003.fu:718@ὃν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4522	ὃν
4523	urn:cite:fu:synTok_tlg0085_tlg003_fu.4523	urn:cts:greekLit:tlg0085.tlg003.fu:718@μὴ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4523	μὴ
4524	urn:cite:fu:synTok_tlg0085_tlg003_fu.4524	urn:cts:greekLit:tlg0085.tlg003.fu:718@περάσῃς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4524	περάσῃς
4525	urn:cite:fu:synTok_tlg0085_tlg003_fu.4525	urn:cts:greekLit:tlg0085.tlg003.fu:718@,[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4525	,
4526	urn:cite:fu:synTok_tlg0085_tlg003_fu.4526	urn:cts:greekLit:tlg0085.tlg003.fu:718@οὐ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4526	οὐ
4527	urn:cite:fu:synTok_tlg0085_tlg003_fu.4527	urn:cts:greekLit:tlg0085.tlg003.fu:718@γὰρ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4527	γὰρ
4528	urn:cite:fu:synTok_tlg0085_tlg003_fu.4528	urn:cts:greekLit:tlg0085.tlg003.fu:718@εὔβατος[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4528	εὔβατος
4529	urn:cite:fu:synTok_tlg0085_tlg003_fu.4529	urn:cts:greekLit:tlg0085.tlg003.fu:718@περᾶν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4529	περᾶν
4530	urn:cite:fu:synTok_tlg0085_tlg003_fu.4530	urn:cts:greekLit:tlg0085.tlg003.fu:718@,[2]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4530	,
4531	urn:cite:fu:synTok_tlg0085_tlg003_fu.4531	urn:cts:greekLit:tlg0085.tlg003.fu:719@πρὶν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4531	πρὶν
4532	urn:cite:fu:synTok_tlg0085_tlg003_fu.4532	urn:cts:greekLit:tlg0085.tlg003.fu:719@ἂν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4532	ἂν
4533	urn:cite:fu:synTok_tlg0085_tlg003_fu.4533	urn:cts:greekLit:tlg0085.tlg003.fu:719@πρὸς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4533	πρὸς
4534	urn:cite:fu:synTok_tlg0085_tlg003_fu.4534	urn:cts:greekLit:tlg0085.tlg003.fu:719@αὐτὸν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4534	αὐτὸν
4535	urn:cite:fu:synTok_tlg0085_tlg003_fu.4535	urn:cts:greekLit:tlg0085.tlg003.fu:719@Καύκασον[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4535	Καύκασον
4536	urn:cite:fu:synTok_tlg0085_tlg003_fu.4536	urn:cts:greekLit:tlg0085.tlg003.fu:719@μόλῃς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4536	μόλῃς
4537	urn:cite:fu:synTok_tlg0085_tlg003_fu.4537	urn:cts:greekLit:tlg0085.tlg003.fu:719@,[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4537	,
4538	urn:cite:fu:synTok_tlg0085_tlg003_fu.4538	urn:cts:greekLit:tlg0085.tlg003.fu:719@ὀρῶν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4538	ὀρῶν
4539	urn:cite:fu:synTok_tlg0085_tlg003_fu.4539	urn:cts:greekLit:tlg0085.tlg003.fu:720@ὕψιστον[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4539	ὕψιστον
4540	urn:cite:fu:synTok_tlg0085_tlg003_fu.4540	urn:cts:greekLit:tlg0085.tlg003.fu:720@,[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4540	,
4541	urn:cite:fu:synTok_tlg0085_tlg003_fu.4541	urn:cts:greekLit:tlg0085.tlg003.fu:720@ἔνθα[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4541	ἔνθα
4542	urn:cite:fu:synTok_tlg0085_tlg003_fu.4542	urn:cts:greekLit:tlg0085.tlg003.fu:720@ποταμὸς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4542	ποταμὸς
4543	urn:cite:fu:synTok_tlg0085_tlg003_fu.4543	urn:cts:greekLit:tlg0085.tlg003.fu:720@ἐκφυσᾷ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4543	ἐκφυσᾷ
4544	urn:cite:fu:synTok_tlg0085_tlg003_fu.4544	urn:cts:greekLit:tlg0085.tlg003.fu:720@μένος[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4544	μένος
4545	urn:cite:fu:synTok_tlg0085_tlg003_fu.4545	urn:cts:greekLit:tlg0085.tlg003.fu:721@κροτάφων[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4545	κροτάφων
4546	urn:cite:fu:synTok_tlg0085_tlg003_fu.4546	urn:cts:greekLit:tlg0085.tlg003.fu:721@ἀπ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4546	ἀπ᾽
4547	urn:cite:fu:synTok_tlg0085_tlg003_fu.4547	urn:cts:greekLit:tlg0085.tlg003.fu:721@αὐτῶν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4547	αὐτῶν
4548	urn:cite:fu:synTok_tlg0085_tlg003_fu.4548	urn:cts:greekLit:tlg0085.tlg003.fu:721@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4548	.
4549	urn:cite:fu:synTok_tlg0085_tlg003_fu.4549	urn:cts:greekLit:tlg0085.tlg003.fu:721@ἀστρογείτονας[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4549	ἀστρογείτονας
4550	urn:cite:fu:synTok_tlg0085_tlg003_fu.4550	urn:cts:greekLit:tlg0085.tlg003.fu:721@δὲ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4550	δὲ
4551	urn:cite:fu:synTok_tlg0085_tlg003_fu.4551	urn:cts:greekLit:tlg0085.tlg003.fu:721@χρὴ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4551	χρὴ
4552	urn:cite:fu:synTok_tlg0085_tlg003_fu.4552	urn:cts:greekLit:tlg0085.tlg003.fu:722@κορυφὰς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4552	κορυφὰς
4553	urn:cite:fu:synTok_tlg0085_tlg003_fu.4553	urn:cts:greekLit:tlg0085.tlg003.fu:722@ὑπερβάλλουσαν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4553	ὑπερβάλλουσαν
4554	urn:cite:fu:synTok_tlg0085_tlg003_fu.4554	urn:cts:greekLit:tlg0085.tlg003.fu:722@ἐς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4554	ἐς
4555	urn:cite:fu:synTok_tlg0085_tlg003_fu.4555	urn:cts:greekLit:tlg0085.tlg003.fu:722@μεσημβρινὴν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4555	μεσημβρινὴν
4556	urn:cite:fu:synTok_tlg0085_tlg003_fu.4556	urn:cts:greekLit:tlg0085.tlg003.fu:723@βῆναι[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4556	βῆναι
4557	urn:cite:fu:synTok_tlg0085_tlg003_fu.4557	urn:cts:greekLit:tlg0085.tlg003.fu:723@κέλευθον[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4557	κέλευθον
4558	urn:cite:fu:synTok_tlg0085_tlg003_fu.4558	urn:cts:greekLit:tlg0085.tlg003.fu:723@,[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4558	,
4559	urn:cite:fu:synTok_tlg0085_tlg003_fu.4559	urn:cts:greekLit:tlg0085.tlg003.fu:723@ἔνθ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4559	ἔνθ᾽
4560	urn:cite:fu:synTok_tlg0085_tlg003_fu.4560	urn:cts:greekLit:tlg0085.tlg003.fu:723@,[2]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4560	,
4561	urn:cite:fu:synTok_tlg0085_tlg003_fu.4561	urn:cts:greekLit:tlg0085.tlg003.fu:723@Ἀμαζόνων[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4561	Ἀμαζόνων
4562	urn:cite:fu:synTok_tlg0085_tlg003_fu.4562	urn:cts:greekLit:tlg0085.tlg003.fu:723@στρατὸν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4562	στρατὸν
4563	urn:cite:fu:synTok_tlg0085_tlg003_fu.4563	urn:cts:greekLit:tlg0085.tlg003.fu:724@ἥξεις[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4563	ἥξεις
4564	urn:cite:fu:synTok_tlg0085_tlg003_fu.4564	urn:cts:greekLit:tlg0085.tlg003.fu:724@στυγάνορ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4564	στυγάνορ᾽
4565	urn:cite:fu:synTok_tlg0085_tlg003_fu.4565	urn:cts:greekLit:tlg0085.tlg003.fu:724@,[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4565	,
4566	urn:cite:fu:synTok_tlg0085_tlg003_fu.4566	urn:cts:greekLit:tlg0085.tlg003.fu:724@αἳ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4566	αἳ
4567	urn:cite:fu:synTok_tlg0085_tlg003_fu.4567	urn:cts:greekLit:tlg0085.tlg003.fu:724@Θεμίσκυράν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4567	Θεμίσκυράν
4568	urn:cite:fu:synTok_tlg0085_tlg003_fu.4568	urn:cts:greekLit:tlg0085.tlg003.fu:724@ποτε[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4568	ποτε
4569	urn:cite:fu:synTok_tlg0085_tlg003_fu.4569	urn:cts:greekLit:tlg0085.tlg003.fu:725@κατοικιοῦσιν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4569	κατοικιοῦσιν
4570	urn:cite:fu:synTok_tlg0085_tlg003_fu.4570	urn:cts:greekLit:tlg0085.tlg003.fu:725@ἀμφὶ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4570	ἀμφὶ
